Tahun,Brand,Model,EngineSize,Jarak,Transmisi,Harga
2017,Toyota,Calya,1.2,110000,Automatic,121056000
2017,Toyota,Calya,1.2,55000,Automatic,127500000
2017,Toyota,Calya,1.2,55000,Automatic,117855000
2017,Toyota,Calya,1.2,71000,Automatic,113000000
2017,Toyota,Calya,1.2,55000,Automatic,115333000
2017,Toyota,Calya,1.2,30000,Manual,109000000
2017,Toyota,Calya,1.2,25000,Automatic,107000000
2017,Toyota,Calya,1.2,80000,Manual,106000000
2017,Toyota,Calya,1.2,55000,Automatic,127000000
2017,Toyota,Calya,1.2,55000,Automatic,127000000
2017,Toyota,Calya,1.2,95000,Automatic,118000000
2018,Toyota,Calya,1.2,4244,Automatic,125000000
2018,Toyota,Calya,1.2,49151,Automatic,125000000
2018,Toyota,Calya,1.2,41766,Automatic,123000000
2018,Toyota,Calya,1.2,32584,Automatic,122000000
2018,Toyota,Calya,1.2,35174,Automatic,120000000
2018,Toyota,Calya,1.2,5600,Automatic,119000000
2018,Toyota,Calya,1.2,56000,Automatic,119000000
2018,Toyota,Calya,1.2,15549,Automatic,115000000
2018,Toyota,Calya,1.2,44800,Automatic,114000000
2018,Toyota,Calya,1.2,525,Manual,113000000
2018,Toyota,Calya,1.2,78400,Automatic,108000000
2018,Toyota,Calya,1.2,59222,Manual,114945000
2018,Toyota,Calya,1.2,62385,Automatic,122705000
2018,Toyota,Calya,1.2,52654,Manual,107350000
2018,Toyota,Calya,1.2,38635,Automatic,124936000
2018,Toyota,Calya,1.2,34901,Manual,117800000
2018,Toyota,Calya,1.2,68613,Automatic,124645000
2018,Toyota,Calya,1.2,57701,Automatic,125906000
2018,Toyota,Calya,1.2,60000,Manual,114945000
2018,Toyota,Calya,1.2,40000,Automatic,124936000
2018,Toyota,Calya,1.2,70000,Automatic,128500000
2018,Toyota,Calya,1.2,35000,Manual,121500000
2018,Toyota,Calya,1.2,95000,Manual,107000000
2018,Toyota,Calya,1.2,90000,Manual,108000000
2018,Toyota,Calya,1.2,90000,Manual,108000000
2018,Toyota,Calya,1.2,35000,Automatic,129000000
2018,Toyota,Calya,1.2,60000,Automatic,129800000
2018,Toyota,Calya,1.2,65000,Automatic,122705000
2018,Toyota,Calya,1.2,53000,Automatic,118000000
2018,Toyota,Calya,1.2,20000,Automatic,136000000
2018,Toyota,Calya,1.2,35000,Manual,117800000
2018,Toyota,Calya,1.2,35000,Manual,118000000
2018,Toyota,Calya,1.2,70000,Automatic,124000000
2018,Toyota,Calya,1.2,90000,Automatic,127000000
2018,Toyota,Calya,1.2,37000,Automatic,122000000
2019,Toyota,Calya,1.2,50400,Automatic,130000000
2019,Toyota,Calya,1.2,2798,Automatic,129000000
2019,Toyota,Calya,1.2,8654,Manual,123000000
2019,Toyota,Calya,1.2,33600,Automatic,123000000
2019,Toyota,Calya,1.2,78400,Automatic,120000000
2019,Toyota,Calya,1.2,11200,Manual,119000000
2019,Toyota,Calya,1.2,20716,Manual,119000000
2019,Toyota,Calya,1.2,38000,Manual,105000000
2019,Toyota,Calya,1.2,31332,Manual,122615000
2019,Toyota,Calya,1.2,61039,Manual,123100000
2019,Toyota,Calya,1.2,14901,Manual,131700000
2019,Toyota,Calya,1.2,79186,Automatic,137400000
2019,Toyota,Calya,1.2,7543,Manual,130900000
2019,Toyota,Calya,1.2,45126,Automatic,131900000
2019,Toyota,Calya,1.2,36882,Automatic,132400000
2019,Toyota,Calya,1.2,38596,Manual,125615000
2019,Toyota,Calya,1.2,258,Manual,120765000
2019,Toyota,Calya,1.2,48745,Automatic,131400000
2019,Toyota,Calya,1.2,65000,Manual,127000000
2019,Toyota,Calya,1.2,15000,Manual,135800000
2019,Toyota,Calya,1.2,10000,Manual,135000000
2019,Toyota,Calya,1.2,50000,Automatic,136000000
2019,Toyota,Calya,1.2,45000,Manual,118000000
2019,Toyota,Calya,1.2,40000,Manual,125615000
2019,Toyota,Calya,1.2,60000,Automatic,128525000
2019,Toyota,Calya,1.2,40000,Automatic,136500000
2019,Toyota,Calya,1.2,5000,Manual,120765000
2019,Toyota,Calya,1.2,35000,Manual,125615000
2019,Toyota,Calya,1.2,15000,Automatic,137500000
2019,Toyota,Calya,1.2,65000,Manual,115000000
2019,Toyota,Calya,1.2,35000,Manual,123000000
2019,Toyota,Calya,1.2,35000,Manual,125000000
2020,Toyota,Calya,1.2,13039,Automatic,144300000
2020,Toyota,Calya,1.2,11828,Manual,131400000
2020,Toyota,Calya,1.2,15471,Manual,132405000
2020,Toyota,Calya,1.2,3362,Automatic,144433000
2020,Toyota,Calya,1.2,19368,Automatic,144500000
2020,Toyota,Calya,1.2,2443,Manual,134100000
2020,Toyota,Calya,1.2,25000,Manual,139000000
2020,Toyota,Calya,1.2,20000,Manual,136500000
2020,Toyota,Calya,1.2,15000,Manual,135500000
2020,Toyota,Calya,1.2,35000,Automatic,144433000
2020,Toyota,Calya,1.2,20000,Automatic,149000000
2020,Toyota,Calya,1.2,15000,Automatic,148800000
2020,Toyota,Calya,1.2,30000,Automatic,138000000
2020,Toyota,Calya,1.2,30000,Automatic,144300000
2020,Toyota,Calya,1.2,30000,Manual,134000000
2021,Toyota,Calya,1.2,3100,Automatic,139000000
2021,Toyota,Calya,1.2,11888,Manual,138000000
2021,Toyota,Calya,1.2,5384,Manual,133000000
2021,Toyota,Calya,1.2,16800,Manual,131000000
2021,Toyota,Calya,1.2,5600,Manual,126000000
2021,Toyota,Calya,1.2,11200,Manual,126000000
2021,Toyota,Calya,1.2,21942,Automatic,149865000
2021,Toyota,Calya,1.2,5318,Manual,142300000
2021,Toyota,Calya,1.2,10000,Manual,146800000
2021,Toyota,Calya,1.2,25000,Automatic,149865000
2011,Toyota,Camry,2.4,67200,Automatic,175000000
2019,Toyota,Camry,2.4,33216,Automatic,518800000
2013,Toyota,Camry,2.5,65000,Automatic,230000000
2013,Toyota,Camry,2.5,100000,Automatic,199000000
2013,Toyota,Camry,2.5,103000,Automatic,199000000
2013,Toyota,Camry,2.5,100800,Automatic,175000000
2014,Toyota,Camry,2.5,56000,Automatic,275000000
2014,Toyota,Camry,2.5,56000,Automatic,275000000
2014,Toyota,Camry,2.5,95200,Automatic,225000000
2014,Toyota,Camry,2.5,89600,Automatic,215000000
2014,Toyota,Camry,2.5,123000,Automatic,209000000
2014,Toyota,Camry,2.5,134400,Automatic,209000000
2015,Toyota,Camry,2.5,39200,Automatic,320000000
2016,Toyota,Camry,2.5,11200,Automatic,399000000
2016,Toyota,Camry,2.5,33600,Automatic,310000000
2016,Toyota,Camry,2.5,56000,Automatic,305000000
2016,Toyota,Camry,2.5,63853,Automatic,296670000
2017,Toyota,Camry,2.5,56000,Automatic,315000000
2017,Toyota,Camry,2.5,57500,Automatic,315000000
2017,Toyota,Camry,2.5,78400,Automatic,315000000
2017,Toyota,Camry,2.5,67200,Automatic,313000000
2017,Toyota,Camry,2.5,78400,Automatic,285000000
2017,Toyota,Camry,2.5,84484,Automatic,320500000
2017,Toyota,Camry,2.5,6156,Automatic,339000000
2018,Toyota,Camry,2.5,39200,Automatic,380000000
2019,Toyota,Camry,2.5,16800,Automatic,590000000
2019,Toyota,Camry,2.5,28000,Automatic,505000000
2019,Toyota,Camry,2.5,50400,Automatic,430000000
2019,Toyota,Camry,2.5,45,Automatic,519255000
2019,Toyota,Camry,2.5,15731,Automatic,527680000
2020,Toyota,Camry,2.5,11200,Automatic,500000000
2010,Toyota,Camry Hybrid,2.4,140000,Automatic,130000000
2011,Toyota,Camry Hybrid,2.4,105000,Automatic,158000000
2012,Toyota,Camry Hybrid,2.4,70000,Automatic,163000000
2012,Toyota,Camry Hybrid,2.5,80000,Automatic,220000000
2012,Toyota,Camry Hybrid,2.5,85000,Automatic,191000000
2012,Toyota,Camry Hybrid,2.5,65580,Automatic,215000000
2012,Toyota,Camry Hybrid,2.5,100000,Automatic,192000000
2013,Toyota,Camry Hybrid,2.5,100000,Automatic,210000000
2013,Toyota,Camry Hybrid,2.5,90000,Automatic,215000000
2014,Toyota,Camry Hybrid,2.5,90000,Automatic,245000000
2014,Toyota,Camry Hybrid,2.5,55000,Automatic,230000000
2014,Toyota,Camry Hybrid,2.5,79000,Automatic,225000000
2015,Toyota,Camry Hybrid,2.5,40000,Automatic,295000000
2016,Toyota,Camry Hybrid,2.5,65000,Automatic,301670000
2016,Toyota,Camry Hybrid,2.5,155000,Automatic,240000000
2016,Toyota,Camry Hybrid,2.5,65000,Automatic,311000000
2016,Toyota,Camry Hybrid,2.5,65000,Automatic,304500000
2016,Toyota,Camry Hybrid,2.5,65000,Automatic,304500000
2016,Toyota,Camry Hybrid,2.5,65000,Automatic,304500000
2016,Toyota,Camry Hybrid,2.5,65000,Automatic,304500000
2016,Toyota,Camry Hybrid,2.5,70000,Automatic,292000000
2017,Toyota,Camry Hybrid,2.5,65000,Automatic,349500000
2017,Toyota,Camry Hybrid,2.5,85000,Automatic,330500000
2017,Toyota,Camry Hybrid,2.5,41000,Automatic,315000000
2017,Toyota,Camry Hybrid,2.5,50000,Automatic,340000000
2017,Toyota,Camry Hybrid,2.5,80000,Automatic,299000000
2017,Toyota,Camry Hybrid,2.5,55000,Automatic,313000000
2018,Toyota,Camry Hybrid,2.5,45000,Automatic,340000000
2019,Toyota,Camry Hybrid,2.5,35000,Automatic,535000000
2019,Toyota,Camry Hybrid,2.5,20000,Automatic,544000000
2019,Toyota,Camry Hybrid,2.5,50000,Automatic,525255000
2019,Toyota,Camry Hybrid,2.5,25000,Automatic,545000000
2019,Toyota,Camry Hybrid,2.5,45000,Automatic,545000000
2019,Toyota,Camry Hybrid,2.5,35000,Automatic,518800000
2019,Toyota,Camry Hybrid,2.5,45000,Automatic,517755000
2020,Toyota,Camry Hybrid,2.5,5000,Automatic,595000000
2020,Toyota,Camry Hybrid,2.5,15000,Automatic,569000000
2021,Toyota,Camry Hybrid,2.5,3000,Automatic,615000000
2010,Toyota,Camry Hybrid,3.5,175000,Automatic,195000000
2018,Toyota,C-Hr,1.8,15346,Automatic,383100000
2018,Toyota,C-Hr,1.8,20000,Automatic,395000000
2019,Toyota,C-Hr,1.8,17000,Automatic,448000000
2019,Toyota,C-Hr,1.8,17000,Automatic,448000000
2019,Toyota,C-Hr,1.8,17000,Automatic,448000000
2019,Toyota,C-Hr,1.8,17000,Automatic,448000000
2019,Toyota,C-Hr,1.8,17000,Automatic,448000000
2019,Toyota,C-Hr,1.8,17000,Automatic,448000000
2019,Toyota,C-Hr,1.8,17000,Automatic,448000000
2019,Toyota,C-Hr,1.8,11000,Automatic,435000000
2019,Toyota,C-Hr,1.8,8831,Automatic,446685000
2019,Toyota,C-Hr,1.8,10000,Automatic,460500000
2019,Toyota,C-Hr,1.8,8800,Automatic,439000000
2019,Toyota,C-Hr,1.8,30000,Automatic,410000000
2019,Toyota,C-Hr,1.8,10000,Automatic,446685000
2019,Toyota,C-Hr,1.8,5000,Automatic,450000000
2021,Toyota,C-Hr,1.8,15000,Automatic,500000000
2010,Honda,City,1.5,102000,Manual,108000000
2010,Honda,City,1.5,120000,Automatic,108000000
2010,Honda,City,1.5,118000,Automatic,105000000
2010,Honda,City,1.5,165000,Automatic,129500000
2011,Honda,City,1.5,102000,Automatic,118000000
2012,Honda,City,1.5,153000,Manual,135000000
2013,Honda,City,1.5,117300,Automatic,150000000
2013,Honda,City,1.5,96900,Automatic,146000000
2013,Honda,City,1.5,115000,Automatic,145000000
2013,Honda,City,1.5,51000,Automatic,130000000
2013,Honda,City,1.5,90000,Automatic,150000000
2014,Honda,City,1.5,74084,Automatic,185700000
2014,Honda,City,1.5,46161,Automatic,189100000
2014,Honda,City,1.5,75000,Automatic,191500000
2014,Honda,City,1.5,50000,Automatic,195000000
2014,Honda,City,1.5,88000,Automatic,155000000
2014,Honda,City,1.5,106000,Manual,158000000
2015,Honda,City,1.5,45000,Manual,169000000
2016,Honda,City,1.5,30000,Automatic,205000000
2016,Honda,City,1.5,81600,Automatic,185000000
2016,Honda,City,1.5,64921,Automatic,202536000
2016,Honda,City,1.5,22652,Automatic,202100000
2016,Honda,City,1.5,65000,Automatic,208800000
2016,Honda,City,1.5,25000,Automatic,209500000
2016,Honda,City,1.5,65000,Manual,202536000
2017,Honda,City,1.5,44733,Automatic,225000000
2017,Honda,City,1.5,87977,Automatic,217000000
2017,Honda,City,1.5,96900,Automatic,210000000
2017,Honda,City,1.5,91800,Automatic,206000000
2017,Honda,City,1.5,91800,Manual,187000000
2017,Honda,City,1.5,89593,Automatic,220675000
2017,Honda,City,1.5,87738,Automatic,217160000
2017,Honda,City,1.5,87977,Automatic,210490000
2017,Honda,City,1.5,90000,Automatic,227500000
2017,Honda,City,1.5,50000,Automatic,220000000
2017,Honda,City,1.5,90000,Automatic,217000000
2017,Honda,City,1.5,90000,Automatic,221160000
2017,Honda,City,1.5,90000,Automatic,210490000
2017,Honda,City,1.5,15000,Automatic,230000000
2017,Honda,City,1.5,95000,Automatic,221000000
2017,Honda,City,1.5,90000,Automatic,220675000
2018,Honda,City,1.5,57222,Automatic,233403000
2018,Honda,City,1.5,40732,Automatic,248300000
2018,Honda,City,1.5,45000,Automatic,256000000
2018,Honda,City,1.5,60000,Automatic,242403000
2018,Honda,City,1.5,60000,Automatic,242403000
2018,Honda,City,1.5,45000,Automatic,248300000
2018,Honda,City,1.5,45000,Automatic,248300000
2018,Honda,City,1.5,57222,Automatic,236903000
2018,Honda,City,1.5,60000,Automatic,236903000
2019,Honda,City,1.5,30000,Automatic,258000000
2021,Honda,City,1.5,4000,Automatic,259000000
2021,Honda,City,1.5,5100,Automatic,259000000
2021,Honda,City,1.5,6056,Automatic,304500000
2021,Honda,City,1.5,6000,Automatic,304000000
2016,Honda,Civic,1.5,30600,Automatic,355000000
2016,Honda,Civic,1.5,40800,Automatic,349000000
2016,Honda,Civic,1.5,46647,Automatic,324600000
2016,Honda,Civic,1.5,62517,Automatic,335426000
2016,Honda,Civic,1.5,6934,Automatic,325435000
2016,Honda,Civic,1.5,65000,Automatic,335426000
2016,Honda,Civic,1.5,50000,Automatic,335000000
2016,Honda,Civic,1.5,65000,Automatic,355000000
2016,Honda,Civic,1.5,70000,Automatic,325435000
2016,Honda,Civic,1.5,10000,Automatic,355000000
2016,Honda,Civic,1.5,50000,Automatic,328100000
2016,Honda,Civic,1.5,50000,Automatic,328100000
2016,Honda,Civic,1.5,50000,Automatic,328100000
2017,Honda,Civic,1.5,30600,Automatic,460000000
2017,Honda,Civic,1.5,20400,Automatic,377000000
2017,Honda,Civic,1.5,56100,Automatic,345000000
2017,Honda,Civic,1.5,93271,Automatic,338000000
2017,Honda,Civic,1.5,40800,Automatic,320000000
2017,Honda,Civic,1.5,77394,Automatic,364570000
2017,Honda,Civic,1.5,68324,Automatic,367100000
2017,Honda,Civic,1.5,37255,Automatic,370500000
2017,Honda,Civic,1.5,85062,Automatic,364235000
2017,Honda,Civic,1.5,70000,Automatic,378500000
2017,Honda,Civic,1.5,65000,Automatic,370000000
2017,Honda,Civic,1.5,80000,Automatic,381000000
2017,Honda,Civic,1.5,90000,Automatic,364235000
2017,Honda,Civic,1.5,48000,Automatic,365000000
2017,Honda,Civic,1.5,35000,Automatic,399000000
2017,Honda,Civic,1.5,70000,Automatic,367100000
2017,Honda,Civic,1.5,40000,Automatic,385000000
2018,Honda,Civic,1.5,25000,Automatic,395000000
2018,Honda,Civic,1.5,30600,Automatic,395000000
2018,Honda,Civic,1.5,34736,Automatic,395000000
2018,Honda,Civic,1.5,35700,Automatic,393000000
2018,Honda,Civic,1.5,10200,Automatic,390000000
2018,Honda,Civic,1.5,24583,Automatic,390000000
2018,Honda,Civic,1.5,35700,Automatic,389000000
2018,Honda,Civic,1.5,30600,Automatic,386000000
2018,Honda,Civic,1.5,10200,Automatic,376000000
2018,Honda,Civic,1.5,43000,Automatic,368000000
2018,Honda,Civic,1.5,44000,Automatic,368000000
2018,Honda,Civic,1.5,50000,Automatic,357000000
2018,Honda,Civic,1.5,50000,Automatic,357000000
2018,Honda,Civic,1.5,53000,Automatic,350000000
2018,Honda,Civic,1.5,34736,Automatic,366986000
2018,Honda,Civic,1.5,23948,Automatic,397035000
2018,Honda,Civic,1.5,50795,Automatic,381100000
2018,Honda,Civic,1.5,37234,Automatic,398000000
2018,Honda,Civic,1.5,38211,Automatic,395600000
2018,Honda,Civic,1.5,33128,Automatic,400125000
2018,Honda,Civic,1.5,23494,Automatic,383150000
2018,Honda,Civic,1.5,35000,Automatic,400125000
2018,Honda,Civic,1.5,25000,Automatic,403035000
2018,Honda,Civic,1.5,35000,Automatic,381986000
2018,Honda,Civic,1.5,40000,Automatic,412500000
2018,Honda,Civic,1.5,40000,Automatic,410000000
2018,Honda,Civic,1.5,55000,Automatic,397000000
2018,Honda,Civic,1.5,15000,Automatic,430000000
2018,Honda,Civic,1.5,40000,Automatic,420000000
2018,Honda,Civic,1.5,20000,Automatic,387500000
2018,Honda,Civic,1.5,25000,Automatic,383150000
2018,Honda,Civic,1.5,55000,Automatic,385000000
2018,Honda,Civic,1.5,60000,Automatic,369000000
2018,Honda,Civic,1.5,30000,Automatic,395000000
2018,Honda,Civic,1.5,50000,Automatic,385000000
2018,Honda,Civic,1.5,34736,Automatic,370486000
2018,Honda,Civic,1.5,34736,Automatic,370486000
2018,Honda,Civic,1.5,35000,Automatic,370486000
2018,Honda,Civic,1.5,60000,Automatic,372606000
2018,Honda,Civic,1.5,30000,Automatic,368000000
2018,Honda,Civic,1.5,50000,Automatic,371500000
2018,Honda,Civic,1.5,41000,Automatic,385000000
2019,Honda,Civic,1.5,25500,Automatic,395000000
2019,Honda,Civic,1.5,25500,Automatic,395000000
2019,Honda,Civic,1.5,34769,Automatic,388490000
2019,Honda,Civic,1.5,49495,Automatic,407400000
2019,Honda,Civic,1.5,8193,Automatic,421900000
2019,Honda,Civic,1.5,50000,Automatic,420000000
2019,Honda,Civic,1.5,10000,Automatic,410000000
2019,Honda,Civic,1.5,20000,Automatic,405000000
2019,Honda,Civic,1.5,35000,Automatic,417000000
2019,Honda,Civic,1.5,10000,Automatic,460000000
2019,Honda,Civic,1.5,13000,Automatic,409000000
2019,Honda,Civic,1.5,35000,Automatic,417000000
2019,Honda,Civic,1.5,35000,Automatic,391990000
2020,Honda,Civic,1.5,12774,Automatic,439400000
2020,Honda,Civic,1.5,15000,Automatic,453000000
2010,Honda,Civic,1.8,90000,Automatic,159000000
2010,Honda,Civic,1.8,126000,Automatic,155000000
2010,Honda,Civic,1.8,110000,Automatic,153000000
2010,Honda,Civic,1.8,126000,Automatic,148000000
2010,Honda,Civic,1.8,120000,Automatic,152000000
2010,Honda,Civic,1.8,112508,Automatic,153000000
2010,Honda,Civic,1.8,115000,Automatic,150000000
2011,Honda,Civic,1.8,111000,Automatic,157000000
2013,Honda,Civic,1.8,100000,Automatic,175000000
2015,Honda,Civic,1.8,120000,Automatic,215000000
2015,Honda,Civic,1.8,50855,Automatic,213000000
2015,Honda,Civic,1.8,51000,Automatic,209000000
2010,Honda,Civic,2,115000,Automatic,159000000
2017,Honda,Civic,2,10000,Manual,890000000
2018,Honda,Civic,2,139,Manual,1025000000
2019,Honda,Civic,2,8000,Manual,940000000
2013,Toyota,Corolla,1.8,44800,Automatic,191000000
2013,Toyota,Corolla,1.8,44800,Automatic,190000000
2013,Toyota,Corolla,1.8,151200,Automatic,124000000
2014,Toyota,Corolla,1.8,86000,Automatic,195000000
2016,Toyota,Corolla,1.8,84253,Automatic,240000000
2016,Toyota,Corolla,1.8,67000,Automatic,218000000
2016,Toyota,Corolla,1.8,72800,Automatic,218000000
2018,Toyota,Corolla,1.8,5600,Automatic,280000000
2020,Toyota,Corolla,1.8,11200,Automatic,460000000
2020,Toyota,Corolla,1.8,900,Automatic,445000000
2020,Toyota,Corolla,1.8,11200,Automatic,445000000
2020,Toyota,Corolla,1.8,19234,Automatic,441350000
2020,Toyota,Corolla,1.8,16329,Automatic,376800000
2010,Toyota,Corolla,2,140000,Automatic,129000000
2010,Toyota,Corolla,2,102502,Automatic,114000000
2013,Toyota,Corolla,2,50000,Automatic,182000000
2013,Toyota,Corolla,2,37000,Automatic,180000000
2014,Toyota,Corolla Altis,1.8,76000,Automatic,189000000
2014,Toyota,Corolla Altis,1.8,91000,Manual,445000000
2014,Toyota,Corolla Altis,1.8,90000,Automatic,194000000
2014,Toyota,Corolla Altis,1.8,90836,Automatic,195000000
2014,Toyota,Corolla Altis,1.8,113000,Automatic,198000000
2015,Toyota,Corolla Altis,1.8,95000,Automatic,224000000
2015,Toyota,Corolla Altis,1.8,100000,Automatic,213000000
2015,Toyota,Corolla Altis,1.8,45000,Automatic,205000000
2015,Toyota,Corolla Altis,1.8,56000,Automatic,218000000
2016,Toyota,Corolla Altis,1.8,65000,Automatic,219000000
2016,Toyota,Corolla Altis,1.8,62000,Automatic,225000000
2016,Toyota,Corolla Altis,1.8,48000,Automatic,208000000
2017,Toyota,Corolla Altis,1.8,35000,Automatic,257000000
2018,Toyota,Corolla Altis,1.8,50000,Automatic,323800000
2019,Toyota,Corolla Altis,1.8,15000,Automatic,409000000
2020,Toyota,Corolla Altis,1.8,20000,Automatic,388500000
2020,Toyota,Corolla Altis,1.8,20000,Automatic,455000000
2020,Toyota,Corolla Altis,1.8,10000,Automatic,380000000
2020,Toyota,Corolla Altis,1.8,16400,Automatic,377000000
2020,Toyota,Corolla Altis,1.8,20000,Automatic,388500000
2020,Toyota,Corolla Altis,1.8,20000,Automatic,388500000
2020,Toyota,Corolla Altis,1.8,10000,Automatic,379000000
2021,Toyota,Corolla Altis,1.8,10000,Automatic,465000000
2017,Honda,Cr-V,1.5,76500,Automatic,414000000
2017,Honda,Cr-V,1.5,33424,Automatic,413000000
2017,Honda,Cr-V,1.5,71400,Automatic,399000000
2017,Honda,Cr-V,1.5,48000,Automatic,395000000
2017,Honda,Cr-V,1.5,35700,Automatic,392000000
2017,Honda,Cr-V,1.5,45000,Automatic,390000000
2017,Honda,Cr-V,1.5,56100,Automatic,385000000
2017,Honda,Cr-V,1.5,40800,Automatic,375000000
2017,Honda,Cr-V,1.5,40800,Automatic,375000000
2017,Honda,Cr-V,1.5,51000,Automatic,372000000
2017,Honda,Cr-V,1.5,71400,Automatic,372000000
2017,Honda,Cr-V,1.5,68000,Automatic,365000000
2017,Honda,Cr-V,1.5,35700,Automatic,361000000
2017,Honda,Cr-V,1.5,81600,Automatic,360000000
2017,Honda,Cr-V,1.5,68000,Automatic,359000000
2017,Honda,Cr-V,1.5,68000,Automatic,359000000
2017,Honda,Cr-V,1.5,68000,Automatic,359000000
2017,Honda,Cr-V,1.5,79103,Automatic,355000000
2017,Honda,Cr-V,1.5,45900,Automatic,353000000
2017,Honda,Cr-V,1.5,66300,Automatic,349000000
2017,Honda,Cr-V,1.5,103204,Automatic,366025000
2017,Honda,Cr-V,1.5,60025,Automatic,417100000
2017,Honda,Cr-V,1.5,6659,Automatic,383100000
2017,Honda,Cr-V,1.5,3926,Automatic,421900000
2017,Honda,Cr-V,1.5,31283,Automatic,426300000
2017,Honda,Cr-V,1.5,5988,Automatic,407400000
2017,Honda,Cr-V,1.5,70000,Automatic,395000000
2017,Honda,Cr-V,1.5,35000,Automatic,439500000
2017,Honda,Cr-V,1.5,105000,Automatic,371025000
2017,Honda,Cr-V,1.5,35000,Automatic,435000000
2017,Honda,Cr-V,1.5,65000,Automatic,430000000
2017,Honda,Cr-V,1.5,60000,Automatic,420000000
2017,Honda,Cr-V,1.5,55000,Automatic,344300000
2017,Honda,Cr-V,1.5,60000,Automatic,414000000
2017,Honda,Cr-V,1.5,30000,Automatic,435000000
2017,Honda,Cr-V,1.5,55000,Automatic,370000000
2017,Honda,Cr-V,1.5,70000,Automatic,395000000
2017,Honda,Cr-V,1.5,20000,Automatic,423000000
2017,Honda,Cr-V,1.5,20000,Automatic,423000000
2017,Honda,Cr-V,1.5,45000,Automatic,365000000
2018,Honda,Cr-V,1.5,30600,Automatic,440000000
2018,Honda,Cr-V,1.5,75886,Automatic,429000000
2018,Honda,Cr-V,1.5,51000,Automatic,418000000
2018,Honda,Cr-V,1.5,35700,Automatic,410000000
2018,Honda,Cr-V,1.5,40000,Automatic,400000000
2018,Honda,Cr-V,1.5,40000,Automatic,400000000
2018,Honda,Cr-V,1.5,35700,Automatic,399000000
2018,Honda,Cr-V,1.5,81600,Automatic,375000000
2018,Honda,Cr-V,1.5,30600,Automatic,370000000
2018,Honda,Cr-V,1.5,50168,Automatic,414670000
2018,Honda,Cr-V,1.5,72361,Automatic,399100000
2018,Honda,Cr-V,1.5,78786,Automatic,399000000
2018,Honda,Cr-V,1.5,48766,Automatic,413200000
2018,Honda,Cr-V,1.5,541,Automatic,405200000
2018,Honda,Cr-V,1.5,56452,Automatic,404900000
2018,Honda,Cr-V,1.5,4915,Automatic,412200000
2018,Honda,Cr-V,1.5,21811,Automatic,413200000
2018,Honda,Cr-V,1.5,22325,Automatic,442452500
2018,Honda,Cr-V,1.5,87166,Automatic,422400000
2018,Honda,Cr-V,1.5,46961,Automatic,397700000
2018,Honda,Cr-V,1.5,75000,Automatic,411500000
2018,Honda,Cr-V,1.5,50000,Automatic,426000000
2018,Honda,Cr-V,1.5,25000,Automatic,426000000
2018,Honda,Cr-V,1.5,80000,Automatic,403500000
2018,Honda,Cr-V,1.5,50000,Automatic,425000000
2018,Honda,Cr-V,1.5,60000,Automatic,417500000
2018,Honda,Cr-V,1.5,20000,Automatic,419500000
2018,Honda,Cr-V,1.5,89000,Automatic,416500000
2018,Honda,Cr-V,1.5,55000,Automatic,417800000
2018,Honda,Cr-V,1.5,25000,Automatic,458500000
2018,Honda,Cr-V,1.5,50000,Automatic,397700000
2018,Honda,Cr-V,1.5,51000,Automatic,450000000
2018,Honda,Cr-V,1.5,90000,Automatic,435500000
2018,Honda,Cr-V,1.5,80000,Automatic,436800000
2018,Honda,Cr-V,1.5,40000,Automatic,389500000
2018,Honda,Cr-V,1.5,55000,Automatic,425670000
2018,Honda,Cr-V,1.5,40000,Automatic,430000000
2018,Honda,Cr-V,1.5,50000,Automatic,390000000
2018,Honda,Cr-V,1.5,55000,Automatic,405000000
2018,Honda,Cr-V,1.5,49000,Automatic,399999999
2018,Honda,Cr-V,1.5,55000,Automatic,425670000
2018,Honda,Cr-V,1.5,50000,Automatic,390200000
2018,Honda,Cr-V,1.5,58000,Automatic,405000000
2019,Honda,Cr-V,1.5,63762,Automatic,448000000
2019,Honda,Cr-V,1.5,66300,Automatic,448000000
2019,Honda,Cr-V,1.5,25500,Automatic,444000000
2019,Honda,Cr-V,1.5,24000,Automatic,442000000
2019,Honda,Cr-V,1.5,66300,Automatic,425000000
2019,Honda,Cr-V,1.5,54000,Automatic,413000000
2019,Honda,Cr-V,1.5,56100,Automatic,413000000
2019,Honda,Cr-V,1.5,30600,Automatic,409000000
2019,Honda,Cr-V,1.5,75433,Automatic,399300000
2019,Honda,Cr-V,1.5,8767,Automatic,474300000
2019,Honda,Cr-V,1.5,36624,Automatic,475300000
2019,Honda,Cr-V,1.5,52985,Automatic,474300000
2019,Honda,Cr-V,1.5,61775,Automatic,466000000
2019,Honda,Cr-V,1.5,34086,Automatic,424100000
2019,Honda,Cr-V,1.5,39538,Automatic,465406000
2019,Honda,Cr-V,1.5,19958,Automatic,470450000
2019,Honda,Cr-V,1.5,17186,Automatic,431650000
2019,Honda,Cr-V,1.5,90000,Automatic,489000000
2019,Honda,Cr-V,1.5,40000,Automatic,490000000
2019,Honda,Cr-V,1.5,65000,Automatic,480500000
2019,Honda,Cr-V,1.5,25000,Automatic,435000000
2019,Honda,Cr-V,1.5,55000,Automatic,450000000
2019,Honda,Cr-V,1.5,20000,Automatic,431650000
2019,Honda,Cr-V,1.5,35000,Automatic,439500000
